Observation unit ID	Date	NumMainStems	TubN_total_per_plant	TubW_total_per_plant	DoE	PlantHeight
WUR:CE-FIN05-II-459-C	2005-07-12		5	9.8	25	30
WUR:CE-FIN05-II-460-A	2005-07-12				27	28
WUR:CE-FIN05-II-460-B	2005-07-12				33	19
WUR:CE-FIN05-II-460-C	2005-07-12				26	23
WUR:CE-FIN05-II-461-A	2005-07-12		17	56	25	26
WUR:CE-FIN05-II-461-B	2005-07-12		6	8	37	12
WUR:CE-FIN05-II-461-C	2005-07-12		14	34.8	27	30
WUR:CE-FIN05-II-462-A	2005-07-12		9	21	29	21
WUR:CE-FIN05-II-462-B	2005-07-12		14	137.3	20	30
WUR:CE-FIN05-II-462-C	2005-07-12		13	56.1	25	31
WUR:CE-FIN05-II-463-A	2005-07-12		7	16.3	30	23
WUR:CE-FIN05-II-463-B	2005-07-12		14	30.8	28	20
WUR:CE-FIN05-II-463-C	2005-07-12		22	76.4	26	31
WUR:CE-FIN05-II-464-A	2005-07-12		6	61.5	26	33
WUR:CE-FIN05-II-464-B	2005-07-12		6	34.6	28	31
WUR:CE-FIN05-II-464-C	2005-07-12		7	91.9	25	38
WUR:CE-FIN05-II-465-A	2005-07-12				37	12
WUR:CE-FIN05-II-465-B	2005-07-12				46	9
WUR:CE-FIN05-II-465-C	2005-07-12		1	1.1	30	23
WUR:CE-FIN05-II-466-A	2005-07-12		25	75.5	25	25
WUR:CE-FIN05-II-466-B	2005-07-12		6	10	28	23
WUR:CE-FIN05-II-466-C	2005-07-12		26	94.9	25	35
WUR:CE-FIN05-II-467-A	2005-07-12				43	11
WUR:CE-FIN05-II-467-B	2005-07-12		10	16.1	36	18
WUR:CE-FIN05-II-467-C	2005-07-12		12	42.5	29	18
WUR:CE-FIN05-II-468-A	2005-07-12		7	13	29	22
WUR:CE-FIN05-II-468-B	2005-07-12		3	2.4	35	24
WUR:CE-FIN05-II-468-C	2005-07-12		9	27.3	26	27
WUR:CE-FIN05-II-469-A	2005-07-12				41	9
WUR:CE-FIN05-II-469-B	2005-07-12				41	14
WUR:CE-FIN05-II-469-C	2005-07-12				34	21
WUR:CE-FIN05-II-470-A	2005-07-12		16	38.2	27	17
WUR:CE-FIN05-II-470-B	2005-07-12		17	42.4	27	22
WUR:CE-FIN05-II-470-C	2005-07-12		19	63.7	26	28
WUR:CE-FIN05-II-471-A	2005-07-12		3	8.3	24	26
WUR:CE-FIN05-II-471-B	2005-07-12		2	4.7	28	28
WUR:CE-FIN05-II-471-C	2005-07-12				39	14
WUR:CE-FIN05-II-472-A	2005-07-12				35	16
WUR:CE-FIN05-II-472-B	2005-07-12				32	21
WUR:CE-FIN05-II-472-C	2005-07-12				30	16
WUR:CE-FIN05-II-473-A	2005-07-12				41	10
WUR:CE-FIN05-II-473-B	2005-07-12				33	18
WUR:CE-FIN05-II-473-C	2005-07-12				39	10
WUR:CE-FIN05-II-474-A	2005-07-12				36	16
WUR:CE-FIN05-II-474-B	2005-07-12				30	30
WUR:CE-FIN05-II-474-C	2005-07-12				36	16
WUR:CE-FIN05-II-475-A	2005-07-12				31	28
WUR:CE-FIN05-II-475-B	2005-07-12				29	23
WUR:CE-FIN05-II-475-C	2005-07-12				32	20
WUR:CE-FIN05-II-476-A	2005-07-12		7	14.8	25	28
WUR:CE-FIN05-II-476-B	2005-07-12				41	10
WUR:CE-FIN05-II-476-C	2005-07-12		10	26.9	25	29
WUR:CE-FIN05-II-477-A	2005-07-12				46	10
WUR:CE-FIN05-II-477-B	2005-07-12		5	4.9	32	18
WUR:CE-FIN05-II-477-C	2005-07-12		1	1.1	34	15
WUR:CE-FIN05-II-478-A	2005-07-12		16	108.6	25	24
WUR:CE-FIN05-II-478-B	2005-07-12		12	98.7	20	18
WUR:CE-FIN05-II-478-C	2005-07-12		16	87.6	26	26
WUR:CE-FIN05-II-479-A	2005-07-12		5	11.7	29	17
WUR:CE-FIN05-II-479-B	2005-07-12		15	37.8	26	20
WUR:CE-FIN05-II-479-C	2005-07-12		5	15.8	28	14
WUR:CE-FIN05-II-480-A	2005-07-12				34	13
WUR:CE-FIN05-II-480-B	2005-07-12				33	14
WUR:CE-FIN05-II-480-C	2005-07-12				28	16
WUR:CE-FIN05-II-481-A	2005-07-12		13	65.3	28	22
WUR:CE-FIN05-II-481-B	2005-07-12		22	141.3	27	30
WUR:CE-FIN05-II-481-C	2005-07-12		13	106	25	32
WUR:CE-FIN05-II-482-A	2005-07-12		14	120.2	25	26
WUR:CE-FIN05-II-482-B	2005-07-12		15	71.1	27	23
WUR:CE-FIN05-II-482-C	2005-07-12		20	109	27	31
WUR:CE-FIN05-II-483-A	2005-07-12		3	5.9	27	18
WUR:CE-FIN05-II-483-B	2005-07-12		27	132.4	25	26
WUR:CE-FIN05-II-483-C	2005-07-12		40	137.6	25	29
WUR:CE-FIN05-II-484-A	2005-07-12		5	13.2	30	31
WUR:CE-FIN05-II-484-B	2005-07-12		7	27.1	27	31
WUR:CE-FIN05-II-484-C	2005-07-12		11	18.2	30	30
WUR:CE-FIN05-II-485-A	2005-07-12		46	150.5	22	25
WUR:CE-FIN05-II-485-B	2005-07-12		34	124.3	25	25
WUR:CE-FIN05-II-485-C	2005-07-12		20	118.9	24	32
WUR:CE-FIN05-II-486-A	2005-07-12		13	88.9	25	34
WUR:CE-FIN05-II-486-B	2005-07-12		10	24.6	31	24
WUR:CE-FIN05-II-486-c*	2005-07-12				34	25
WUR:CE-FIN05-II-487-A	2005-07-12		6	18.5	27	35
WUR:CE-FIN05-II-487-B	2005-07-12		10	29.7	26	34
WUR:CE-FIN05-II-487-C	2005-07-12		7	17.6	27	33
WUR:CE-FIN05-II-488-A	2005-07-12		2	13.2	27	24
WUR:CE-FIN05-II-488-B	2005-07-12		1	7.5	38	12
WUR:CE-FIN05-II-488-C	2005-07-12		5	17.6	27	33
WUR:CE-FIN05-II-489-A	2005-07-12		13	81.4	24	31
WUR:CE-FIN05-II-489-B	2005-07-12		7	12.3	29	21
WUR:CE-FIN05-II-489-C	2005-07-12		27	121.7	25	26
WUR:CE-FIN05-II-490-A	2005-07-12		9	17	30	30
WUR:CE-FIN05-II-490-B	2005-07-12				30	22
WUR:CE-FIN05-II-490-C	2005-07-12				29	33
WUR:CE-FIN05-II-491-A	2005-07-12				28	30
WUR:CE-FIN05-II-491-B	2005-07-12				24	32
WUR:CE-FIN05-II-491-C	2005-07-12		1	1.3	25	34
WUR:CE-FIN05-II-492-A	2005-07-12		16	23.1	33	36
WUR:CE-FIN05-II-492-B	2005-07-12		7	8.5	35	35
WUR:CE-FIN05-II-492-C	2005-07-12		10	47.4	28	40
WUR:CE-FIN05-II-493-A	2005-07-12				30	22
WUR:CE-FIN05-II-493-B	2005-07-12				38	18
WUR:CE-FIN05-II-493-C	2005-07-12				36	22
WUR:CE-FIN05-II-494-A	2005-07-12		12	25	28	34
WUR:CE-FIN05-II-494-B	2005-07-12		8	20.2	27	31
WUR:CE-FIN05-II-494-C	2005-07-12		22	88.8	25	38
WUR:CE-FIN05-II-495-A	2005-07-12		12	47.2	26	27
WUR:CE-FIN05-II-495-B	2005-07-12		13	152.7	25	30
WUR:CE-FIN05-II-495-C	2005-07-12		18	83.6	25	28
WUR:CE-FIN05-II-496-A	2005-07-12		19	33.8	25	36
WUR:CE-FIN05-II-496-B	2005-07-12		16	23.5	28	34
WUR:CE-FIN05-II-496-C	2005-07-12		17	31.2	26	35
WUR:CE-FIN05-II-497-A	2005-07-12		15	73.5	25	29
WUR:CE-FIN05-II-497-B	2005-07-12		8	34.2	27	28
WUR:CE-FIN05-II-497-C	2005-07-12		18	60.6	24	38
WUR:CE-FIN05-II-501-A	2005-07-12		15	168.1	24	39
WUR:CE-FIN05-II-501-B	2005-07-12		9	63.5	25	34
WUR:CE-FIN05-II-501-C	2005-07-12		8	203.5	20	51
WUR:CE-FIN05-II-502-A	2005-07-12		26	337.3	23	42
WUR:CE-FIN05-II-502-B	2005-07-12		23	238.4	24	36
WUR:CE-FIN05-II-502-C	2005-07-12		11	134	26	33
WUR:CE-FIN05-II-503-A	2005-07-12		24	417.3	22	45
WUR:CE-FIN05-II-503-B	2005-07-12		20	222.8	26	41
WUR:CE-FIN05-II-503-C	2005-07-12		12	211.8	26	42
WUR:CE-FIN05-II-504-A	2005-07-12		11	83.9	27	47
WUR:CE-FIN05-II-504-B	2005-07-12		15	75.5	27	32
WUR:CE-FIN05-II-504-C	2005-07-12		9	71.9	25	45
WUR:CE-FIN05-II-505-A	2005-07-12		24	301.4	26	42
WUR:CE-FIN05-II-505-B	2005-07-12		15	144.4	29	30
WUR:CE-FIN05-II-505-C	2005-07-12		20	364.6	25	46
WUR:CE-FIN05-II-506-A	2005-07-12		17	170.4	24	30
WUR:CE-FIN05-II-506-B	2005-07-12		18	153.9	23	25
WUR:CE-FIN05-II-506-C	2005-07-12		7	45.2	30	26
WUR:CE-FIN05-II-507-A	2005-07-12		16	177.4	26	17
WUR:CE-FIN05-II-507-B	2005-07-12		14	194.6	24	23
WUR:CE-FIN05-II-507-C	2005-07-12		12	224.9	25	25
WUR:CE-FIN05-II-508-A	2005-07-12		17	165.3	21	44
WUR:CE-FIN05-II-508-B	2005-07-12		17	112.8	21	35
WUR:CE-FIN05-II-508-C	2005-07-12		22	249.4	22	38
WUR:CE-FIN05-II-509-A	2005-07-12		19	137.4	21	41
WUR:CE-FIN05-II-509-B	2005-07-12		25	157.6	21	45
WUR:CE-FIN05-II-509-C	2005-07-12		11	41.6	21	37
WUR:CE-FIN05-II-510-A	2005-07-12		14	98.4	25	32
WUR:CE-FIN05-II-510-B	2005-07-12		7	108.7	23	35
WUR:CE-FIN05-II-510-C	2005-07-12		13	140.6	27	44
WUR:CE-FIN05-II-511-A	2005-07-12		21	406.1	18	43
WUR:CE-FIN05-II-511-B	2005-07-12		19	250.3	21	44
WUR:CE-FIN05-II-511-C	2005-07-12		11	206.6	20	45
WUR:CE-FIN05-II-512-A	2005-07-12		18	132.1	23	41
WUR:CE-FIN05-II-512-B	2005-07-12		27	258.9	21	36
WUR:CE-FIN05-II-512-C	2005-07-12		29	236.1	21	46
WUR:CE-FIN05-II-513-A	2005-07-12		14	367.3	20	36
WUR:CE-FIN05-II-513-B	2005-07-12		19	637.9	20	38
WUR:CE-FIN05-II-513-C	2005-07-12		12	225.6	25	27
WUR:CE-FIN05-II-514-A	2005-07-12		25	256.7	19	44
WUR:CE-FIN05-II-514-B	2005-07-12		28	416.6	22	44
WUR:CE-FIN05-II-514-C	2005-07-12		21	240.7	23	42
WUR:CE-FIN05-II-515-A	2005-07-12		5	151.4	26	38
WUR:CE-FIN05-II-515-B	2005-07-12		11	143.4	24	38
WUR:CE-FIN05-II-515-C	2005-07-12		10	128.3	24	36
WUR:CE-FIN05-II-516-A	2005-07-12		17	266.1	26	37
WUR:CE-FIN05-II-516-B	2005-07-12		17	95.7	28	29
WUR:CE-FIN05-II-516-C	2005-07-12		21	168.4	28	38
WUR:CE-FIN05-II-517-A	2005-07-12		8	25.4	38	17
WUR:CE-FIN05-II-517-B	2005-07-12		10	39.9	37	16
WUR:CE-FIN05-II-517-C	2005-07-12		6	21.5	40	16
WUR:CE-FIN05-II-518-A	2005-07-12		14	63.2	31	35
WUR:CE-FIN05-II-518-B	2005-07-12		10	78.4	29	32
WUR:CE-FIN05-II-518-C	2005-07-12				35	14
WUR:CE-FIN05-II-519-A	2005-07-12		2	12.5	31	28
WUR:CE-FIN05-II-519-B	2005-07-12		13	47.9	32	28
WUR:CE-FIN05-II-519-C	2005-07-12		10	49.3	30	34
WUR:CE-FIN05-II-520-A	2005-07-12		19	54.6	33	36
WUR:CE-FIN05-II-520-B	2005-07-12		10	30	32	30
WUR:CE-FIN05-II-520-C	2005-07-12		10	33.3	33	32
WUR:CE-FIN05-III-521-A	2005-07-26	2	7	13.7	26	56
WUR:CE-FIN05-III-521-B	2005-07-26	1			26	57
WUR:CE-FIN05-III-521-C	2005-07-26	5	8	12.5	30	61
WUR:CE-FIN05-III-522-A	2005-07-26	3	41	480.4	25	58
WUR:CE-FIN05-III-522-B	2005-07-26	3	35	416.7	23	67
WUR:CE-FIN05-III-522-C	2005-07-26	5	45	477.3	25	62
WUR:CE-FIN05-III-523-A	2005-07-26	4	10	57.2	33	48
WUR:CE-FIN05-III-523-B	2005-07-26	2	4	41.2	34	47
WUR:CE-FIN05-III-523-C	2005-07-26	2	18	326.4	25	51
WUR:CE-FIN05-III-524-A	2005-07-26	3	12	109.3	25	50
WUR:CE-FIN05-III-524-B	2005-07-26	3	13	113.1	27	52
WUR:CE-FIN05-III-524-C	2005-07-26	6	9	66.7	26	54
WUR:CE-FIN05-III-525-A	2005-07-26	3			55	9
WUR:CE-FIN05-III-525-B	2005-07-26	2	1	0.6	43	35
WUR:CE-FIN05-III-525-C	2005-07-26	3	10	32.6	30	45
WUR:CE-FIN05-III-526-A	2005-07-26	3	21	362.4	25	58
WUR:CE-FIN05-III-526-B	2005-07-26	4	26	332.8	25	57
WUR:CE-FIN05-III-526-C	2005-07-26	1	10	142	25	44
WUR:CE-FIN05-III-527-A	2005-07-26	2	13	56.2	30	30
WUR:CE-FIN05-III-527-B	2005-07-26	3	21	288	26	44
WUR:CE-FIN05-III-527-C	2005-07-26	1	9	28	37	30
WUR:CE-FIN05-III-528-A	2005-07-26	6	26	248	33	33
WUR:CE-FIN05-III-528-B	2005-07-26	4	18	364	27	33
WUR:CE-FIN05-III-528-C	2005-07-26	4	18	320	28	35
WUR:CE-FIN05-III-529-A	2005-07-26	3	17	205	30	34
WUR:CE-FIN05-III-529-B	2005-07-26	3	20	240	26	35
WUR:CE-FIN05-III-529-C	2005-07-26	4	15	200	27	34
WUR:CE-FIN05-III-530-A	2005-07-26	4	24	395	26	47
WUR:CE-FIN05-III-530-B	2005-07-26					
WUR:CE-FIN05-III-530-C	2005-07-26	7	34	482	26	55
WUR:CE-FIN05-III-531-A	2005-07-26	5	22	258	25	59
WUR:CE-FIN05-III-531-B	2005-07-26	6	21	159	27	65
WUR:CE-FIN05-III-531-C	2005-07-26	4	15	217	26	55
WUR:CE-FIN05-III-532-A	2005-07-26	4	19	320	27	57
WUR:CE-FIN05-III-532-B	2005-07-26	2	16	379	26	55
WUR:CE-FIN05-III-532-C	2005-07-26	4	20	344	27	59
WUR:CE-FIN05-III-533-A	2005-07-26	1	17	57	31	50
WUR:CE-FIN05-III-533-B	2005-07-26	3	9	15	39	32
WUR:CE-FIN05-III-533-C	2005-07-26	5	53	217	27	55
WUR:CE-FIN05-III-534-A	2005-07-26	8	6	7	37	69
WUR:CE-FIN05-III-534-B	2005-07-26	2	29	111	25	65
WUR:CE-FIN05-III-534-C	2005-07-26	3			43	45
WUR:CE-FIN05-III-535-A	2005-07-26	4	16	260	26	61
WUR:CE-FIN05-III-535-B	2005-07-26	1	17	169	26	52
WUR:CE-FIN05-III-535-C	2005-07-26	2	15	180	26	54
WUR:CE-FIN05-III-536-A	2005-07-26	4	11	51	26	53
WUR:CE-FIN05-III-536-B	2005-07-26	3	12	83	26	58
WUR:CE-FIN05-III-536-C	2005-07-26	6	19	60	27	55
WUR:CE-FIN05-III-537-A	2005-07-26	9			30	50
WUR:CE-FIN05-III-537-B	2005-07-26	6			38	45
WUR:CE-FIN05-III-537-C	2005-07-26	2			38	38
WUR:CE-FIN05-III-538-A	2005-07-26	4				10
WUR:CE-FIN05-III-538-B	2005-07-26	2			54	18
WUR:CE-FIN05-III-538-C	2005-07-26	2			39	51
WUR:CE-FIN05-III-539-A	2005-07-26	4	17	106	27	49
WUR:CE-FIN05-III-539-B	2005-07-26	5	15	201	28	47
WUR:CE-FIN05-III-539-C	2005-07-26	2	13	215	25	43
WUR:CE-FIN05-III-540-A	2005-07-26	6	42	318	26	52
WUR:CE-FIN05-III-540-B	2005-07-26	9	36	174	28	53
WUR:CE-FIN05-III-540-C	2005-07-26	5	25	292	26	50
WUR:CE-FIN05-III-541-A	2005-07-26	5			33	60
WUR:CE-FIN05-III-541-B	2005-07-26	1			30	64
WUR:CE-FIN05-III-541-C	2005-07-26	3			31	61
WUR:CE-FIN05-III-542-A	2005-07-26	4	9	33	31	61
WUR:CE-FIN05-III-542-B	2005-07-26	7	10	22	33	62
WUR:CE-FIN05-III-542-C	2005-07-26	3			41	48
WUR:CE-FIN05-III-543-A	2005-07-26	4	31	402	27	46
WUR:CE-FIN05-III-543-B	2005-07-26	2	26	308	26	39
WUR:CE-FIN05-III-543-C	2005-07-26	2	22	351	25	39
WUR:CE-FIN05-III-544-A	2005-07-26	2	8	45	34	41
WUR:CE-FIN05-III-544-B	2005-07-26	10	25	199	31	59
WUR:CE-FIN05-III-544-C	2005-07-26	3	4	40	32	56
WUR:CE-FIN05-III-545-A	2005-07-26	3	4	8	39	8
WUR:CE-FIN05-III-545-B	2005-07-26	3	30	201	25	34
WUR:CE-FIN05-III-545-C	2005-07-26	3	23	112	33	26
WUR:CE-FIN05-III-546-A	2005-07-26	4	34	218	28	53
WUR:CE-FIN05-III-546-B	2005-07-26	2	27	253	26	58
WUR:CE-FIN05-III-546-C	2005-07-26	6	30	184	31	35
WUR:CE-FIN05-III-547-A	2005-07-26	3	2	9	27	49
WUR:CE-FIN05-III-547-B	2005-07-26	4	11	83	25	58
WUR:CE-FIN05-III-547-C	2005-07-26	2	4	15	27	52
WUR:CE-FIN05-III-548-A	2005-07-26	1	8	129	26	38
WUR:CE-FIN05-III-548-B	2005-07-26	2	20	289	22	48
WUR:CE-FIN05-III-548-C	2005-07-26	3	21	328	23	42
WUR:CE-FIN05-III-549-A	2005-07-26	5	30	202	25	45
WUR:CE-FIN05-III-549-B	2005-07-26	3	42	273	25	44
WUR:CE-FIN05-III-549-C	2005-07-26	3	34	356	24	53
WUR:CE-FIN05-III-550-A	2005-07-26	2	8	72	36	43
WUR:CE-FIN05-III-550-B	2005-07-26	2	16	318	28	45
WUR:CE-FIN05-III-550-C	2005-07-26	2	12	183	28	43
WUR:CE-FIN05-III-551-A	2005-07-26	5			26	53
WUR:CE-FIN05-III-551-B	2005-07-26	6			25	51
WUR:CE-FIN05-III-551-C	2005-07-26	5			25	49
WUR:CE-FIN05-III-552-A	2005-07-26	1	17	172	26	62
WUR:CE-FIN05-III-552-B	2005-07-26	4	16	114	27	61
WUR:CE-FIN05-III-552-C	2005-07-26	5	20	141	27	58
WUR:CE-FIN05-III-553-A	2005-07-26	13	32	69	34	60
WUR:CE-FIN05-III-553-B	2005-07-26	8	41	100	30	58
WUR:CE-FIN05-III-553-C	2005-07-26	3	36	122	28	60
WUR:CE-FIN05-III-554-A	2005-07-26	2	12	240	25	51
WUR:CE-FIN05-III-554-B	2005-07-26	3	8	46	37	34
WUR:CE-FIN05-III-554-C	2005-07-26	5	15	215	26	57
WUR:CE-FIN05-III-555-A	2005-07-26	1	4	87	27	64
WUR:CE-FIN05-III-555-B	2005-07-26	4	23	107	36	50
WUR:CE-FIN05-III-555-C	2005-07-26	2	7	24	40	41
WUR:CE-FIN05-III-556-A	2005-07-26	4	25	307	25	54
WUR:CE-FIN05-III-556-B	2005-07-26	5	32	456	23	59
WUR:CE-FIN05-III-556-C	2005-07-26	5	25	311	26	44
WUR:CE-FIN05-III-557-A	2005-07-26	3	12	324	27	54
WUR:CE-FIN05-III-557-B	2005-07-26	3	29	459	26	52
WUR:CE-FIN05-III-557-C	2005-07-26	4	19	321	27	45
WUR:CE-FIN05-III-558-A	2005-07-26	3	9	49	25	48
WUR:CE-FIN05-III-558-B	2005-07-26	3	4	20	23	57
WUR:CE-FIN05-III-558-C	2005-07-26	4	7	49	22	54
WUR:CE-FIN05-III-559-A	2005-07-26	5	12	63	30	24
WUR:CE-FIN05-III-559-B	2005-07-26	5	19	253	20	34
WUR:CE-FIN05-III-559-C	2005-07-26	3	9	52	39	28
WUR:CE-FIN05-III-560-A	2005-07-26	3	25	374	23	44
WUR:CE-FIN05-III-560-B	2005-07-26	3	24	326	25	43
WUR:CE-FIN05-III-560-C	2005-07-26	5	20	95	37	40
WUR:CE-FIN05-III-561-A	2005-07-26	2	23	418	21	38
WUR:CE-FIN05-III-561-B	2005-07-26	3	18	197	24	37
WUR:CE-FIN05-III-561-C	2005-07-26	6	31	478	24	35
WUR:CE-FIN05-III-562-A	2005-07-26	6	26	249	26	30
WUR:CE-FIN05-III-562-B	2005-07-26	6	25	284	26	38
WUR:CE-FIN05-III-562-C	2005-07-26	3	15	128	32	32
WUR:CE-FIN05-III-563-A	2005-07-26	5	27	275	27	44
WUR:CE-FIN05-III-563-B	2005-07-26	8	48	312	27	43
WUR:CE-FIN05-III-563-C	2005-07-26	7	33	370	27	47
WUR:CE-FIN05-III-564-A	2005-07-26	7	35	374	25	43
WUR:CE-FIN05-III-564-B	2005-07-26	3	24	323	25	56
WUR:CE-FIN05-III-564-C	2005-07-26	4	33	510	25	50
WUR:CE-FIN05-III-565-A	2005-07-26	2	11	106	25	46
WUR:CE-FIN05-III-565-B	2005-07-26	3	21	163	25	55
WUR:CE-FIN05-III-565-C	2005-07-26	3	20	156	25	47
WUR:CE-FIN05-III-566-A	2005-07-26	3	27	183	25	29
WUR:CE-FIN05-III-566-B	2005-07-26	4	21	259	26	35
WUR:CE-FIN05-III-566-C	2005-07-26	4	28	246	26	33
WUR:CE-FIN05-III-567-A	2005-07-26	1	10	160	27	60
WUR:CE-FIN05-III-567-B	2005-07-26	3	7	53	27	66
WUR:CE-FIN05-III-567-C	2005-07-26	2			48	38
WUR:CE-FIN05-III-568-A	2005-07-26	3	7	32	38	50
WUR:CE-FIN05-III-568-B	2005-07-26	1	3	8	39	50
WUR:CE-FIN05-III-568-C	2005-07-26	3	8	66	28	51
WUR:CE-FIN05-III-569-A	2005-07-26	4	42	361	25	49
WUR:CE-FIN05-III-569-B	2005-07-26	9			58	5
WUR:CE-FIN05-III-569-C	2005-07-26	7	42	260	26	49
WUR:CE-FIN05-III-570-A	2005-07-26					
WUR:CE-FIN05-III-570-B	2005-07-26	4			28	47
WUR:CE-FIN05-III-570-C	2005-07-26	1	2	5	27	49
WUR:CE-FIN05-III-571-A	2005-07-26	5	42	603	27	46
WUR:CE-FIN05-III-571-B	2005-07-26	2	33	444	27	41
WUR:CE-FIN05-III-571-C	2005-07-26	2	21	366	29	51
WUR:CE-FIN05-III-572-A	2005-07-26	1	3	15	41	41
WUR:CE-FIN05-III-572-B	2005-07-26	1	12	168	30	43
WUR:CE-FIN05-III-572-C	2005-07-26	3	24	472	26	45
WUR:CE-FIN05-III-573-A	2005-07-26	5			41	43
WUR:CE-FIN05-III-573-B	2005-07-26	6	11	25	30	58
WUR:CE-FIN05-III-573-C	2005-07-26	2	9	23	29	54
WUR:CE-FIN05-III-574-A	2005-07-26	2			29	66
WUR:CE-FIN05-III-574-B	2005-07-26	5			26	62
WUR:CE-FIN05-III-574-C	2005-07-26	2			27	57
WUR:CE-FIN05-III-575-A	2005-07-26	6	14	244	28	57
WUR:CE-FIN05-III-575-B	2005-07-26	3	6	37	34	46
WUR:CE-FIN05-III-575-C	2005-07-26	7	22	113	32	51
WUR:CE-FIN05-III-576-A	2005-07-26	3	16	143	28	61
WUR:CE-FIN05-III-576-B	2005-07-26	3	9	55	29	60
WUR:CE-FIN05-III-576-C	2005-07-26	4	16	145	29	64
WUR:CE-FIN05-III-577-A	2005-07-26	2	4	5	33	58
WUR:CE-FIN05-III-577-B	2005-07-26	1	7	82	28	56
WUR:CE-FIN05-III-577-C	2005-07-26	2	5	8	33	50
WUR:CE-FIN05-III-578-A	2005-07-26	2	1	1	54	16
WUR:CE-FIN05-III-578-B	2005-07-26	4	8	12	36	28
WUR:CE-FIN05-III-578-C	2005-07-26	3	13	35	30	32
WUR:CE-FIN05-III-579-A	2005-07-26	4			47	36
WUR:CE-FIN05-III-579-B	2005-07-26	7			30	71
WUR:CE-FIN05-III-579-C	2005-07-26	5			26	70
WUR:CE-FIN05-III-580-A	2005-07-26	3	8	58	36	52
WUR:CE-FIN05-III-580-B	2005-07-26	1	1	1	29	35
WUR:CE-FIN05-III-580-C	2005-07-26	2	12	190	26	45
WUR:CE-FIN05-III-581-A	2005-07-26	4	33	398	26	57
WUR:CE-FIN05-III-581-B	2005-07-26	5	44	431	26	71
WUR:CE-FIN05-III-581-C	2005-07-26	3	40	477	25	70
WUR:CE-FIN05-III-582-A	2005-07-26	3	19	130	26	76
WUR:CE-FIN05-III-582-B	2005-07-26	5	18	103	29	60
WUR:CE-FIN05-III-582-C	2005-07-26	2	7	36	25	69
WUR:CE-FIN05-III-583-A	2005-07-26	5	22	213	29	48
WUR:CE-FIN05-III-583-B	2005-07-26	4	12	160	29	45
WUR:CE-FIN05-III-583-C	2005-07-26	7	25	155	29	49
WUR:CE-FIN05-III-584-A	2005-07-26	4			31	52
WUR:CE-FIN05-III-584-B	2005-07-26	6			28	55
WUR:CE-FIN05-III-584-C	2005-07-26	5			29	54
WUR:CE-FIN05-III-585-A	2005-07-26	3	0	0	47	32
WUR:CE-FIN05-III-585-B	2005-07-26	3	0	0	42	40
WUR:CE-FIN05-III-585-C	2005-07-26	2	3	9	28	46
WUR:CE-FIN05-III-586-A	2005-07-26	4	20	296	29	51
WUR:CE-FIN05-III-586-B	2005-07-26	10	33	330	28	54
WUR:CE-FIN05-III-586-C	2005-07-26	7	28	297	29	52
WUR:CE-FIN05-III-587-A	2005-07-26	3	4	11	28	59
WUR:CE-FIN05-III-587-B	2005-07-26	1	0	0	26	58
WUR:CE-FIN05-III-587-C	2005-07-26	4	0	0	29	59
WUR:CE-FIN05-III-588-A	2005-07-26	5			26	57
WUR:CE-FIN05-III-588-B	2005-07-26	5			25	53
WUR:CE-FIN05-III-588-C	2005-07-26	3			55	18
WUR:CE-FIN05-III-589-A	2005-07-26	4			27	61
WUR:CE-FIN05-III-589-B	2005-07-26	4			25	57
WUR:CE-FIN05-III-589-C	2005-07-26	3			24	58
WUR:CE-FIN05-III-590-A	2005-07-26	3	13	101	35	49
WUR:CE-FIN05-III-590-B	2005-07-26	4	17	161	31	52
WUR:CE-FIN05-III-590-C	2005-07-26	5	39	373	25	59
WUR:CE-FIN05-III-591-A	2005-07-26	7	30	237	27	70
WUR:CE-FIN05-III-591-B	2005-07-26	6	34	344	25	70
WUR:CE-FIN05-III-591-C	2005-07-26	5	20	434	25	77
WUR:CE-FIN05-III-592-A	2005-07-26	1	8	124	29	61
WUR:CE-FIN05-III-592-B	2005-07-26	5	25	298	26	60
WUR:CE-FIN05-III-592-C	2005-07-26	1	20	179	26	59
WUR:CE-FIN05-III-593-A	2005-07-26	3	20	228	26	35
WUR:CE-FIN05-III-593-B	2005-07-26	4	29	411	21	41
WUR:CE-FIN05-III-593-C	2005-07-26	4	36	454	26	38
WUR:CE-FIN05-III-594-A	2005-07-26	2	0	0	37	34
WUR:CE-FIN05-III-594-B	2005-07-26	2	0	0	36	36
WUR:CE-FIN05-III-594-C	2005-07-26	5	3	4	30	48
WUR:CE-FIN05-III-595-A	2005-07-26	4	13	182	33	34
WUR:CE-FIN05-III-595-B	2005-07-26	5	18	314	27	42
WUR:CE-FIN05-III-595-C	2005-07-26	4	12	108	37	36
WUR:CE-FIN05-III-596-A	2005-07-26	2	9	101	29	52
WUR:CE-FIN05-III-596-B	2005-07-26	2	11	183	25	55
WUR:CE-FIN05-III-596-C	2005-07-26	3	24	171	27	49
WUR:CE-FIN05-III-597-A	2005-07-26	6	28	195	27	54
WUR:CE-FIN05-III-597-B	2005-07-26	6	55	334	25	50
WUR:CE-FIN05-III-597-C	2005-07-26	3	27	177	25	51
WUR:CE-FIN05-III-598-A	2005-07-26	4	43	418	24	34
WUR:CE-FIN05-III-598-B	2005-07-26	2	28	344	24	36
